country,points,price
US,88,24.0
Italy,88,
US,88,24.0
France,88,15.0
US,88,30.0
Italy,88,17.0
Germany,88,57.0
Italy,88,17.0
US,88,37.0
US,88,32.0
Italy,88,21.0
Portugal,88,16.0
US,88,14.0
Italy,88,37.0
Italy,88,42.0
US,88,20.0
Spain,88,22.0
Italy,88,30.0
France,88,17.0
Spain,88,25.0
US,88,15.0
Italy,88,20.0
Chile,87,12.0
US,87,35.0
South Africa,87,13.0
Chile,87,14.0
South Africa,87,18.0
US,87,65.0
Austria,87,24.0
Chile,87,10.0
US,87,30.0
South Africa,87,11.0
Chile,87,27.0
US,87,20.0
Portugal,87,28.0
US,87,75.0
Italy,87,20.0
US,87,15.0
US,87,50.0
US,87,10.0
US,87,12.0
US,87,12.0
Chile,87,9.0
US,87,29.0
Portugal,87,24.0
US,87,75.0
South Africa,87,30.0
US,90,20.0
Portugal,90,15.0
France,90,26.0
Uruguay,90,130.0
Chile,90,55.0
Portugal,90,17.0
US,90,29.0
US,90,48.0
Italy,90,25.0
US,90,38.0
US,90,45.0
US,90,80.0
Italy,90,25.0
Portugal,90,
US,90,59.0
Portugal,90,19.0
Portugal,90,22.0
Portugal,90,33.0
Portugal,90,40.0
US,90,40.0
US,90,32.0
US,90,75.0
US,90,45.0
Germany,90,32.0
US,90,52.0
Italy,90,26.0
Spain,90,27.0
Italy,90,37.0
Chile,90,50.0
Chile,90,25.0
Italy,87,
US,87,24.0
US,87,40.0
France,87,19.0
France,87,20.0
France,87,13.0
Italy,87,16.0
France,87,
France,87,16.0
France,87,19.0
Spain,87,45.0
Italy,87,19.0
US,87,30.0
Italy,87,20.0
US,87,30.0
US,87,34.0
Italy,87,22.0
US,87,44.0
US,87,36.0
US,87,42.0
US,87,15.0
France,87,18.0
US,87,40.0
US,87,20.0
Austria,87,14.0
US,87,22.0
Spain,87,19.0
France,87,30.0
US,87,19.0
US,87,15.0
US,94,65.0
US,94,48.0
US,94,125.0
US,94,95.0
US,94,75.0
US,94,56.0
France,94,143.0
France,94,40.0
France,94,80.0
Austria,94,35.0
US,94,80.0
US,94,70.0
France,94,49.0
France,94,
US,94,60.0
US,94,59.0
US,94,75.0
US,94,50.0
Chile,93,65.0
US,93,42.0
France,93,
US,93,56.0
US,91,65.0
US,91,35.0
US,91,36.0
US,91,35.0
US,91,25.0
US,91,22.0
US,91,75.0
US,91,48.0
Chile,91,29.0
US,91,36.0
Italy,91,55.0
Italy,91,62.0
US,91,42.0
Spain,91,17.0
US,91,45.0
US,91,25.0
US,91,38.0
Spain,90,45.0
US,90,28.0
US,90,26.0
US,90,25.0
US,90,85.0
US,90,60.0
US,90,20.0
Italy,90,55.0
US,90,40.0
US,90,40.0
Italy,90,60.0
US,90,
US,90,45.0
Chile,84,20.0
US,84,15.0
Chile,84,8.0
Chile,84,10.0
France,84,10.0
France,84,12.0
US,84,36.0
US,84,10.0
France,84,13.0
US,84,24.0
Chile,84,13.0
US,84,26.0
Italy,84,
US,84,40.0
US,84,11.0
US,84,16.0
US,84,13.0
US,84,13.0
France,84,10.0
US,84,22.0
Argentina,84,15.0
Argentina,84,12.0
US,84,59.0
US,84,12.0
Italy,84,23.0
US,84,18.0
US,84,13.0
US,84,25.0
Spain,80,10.0
Peru,80,15.0
US,80,24.0
Brazil,80,25.0
Uruguay,80,10.0
US,80,7.0
US,98,130.0
France,96,300.0
France,95,300.0
France,95,
US,95,115.0
Italy,95,500.0
France,95,300.0
France,95,84.0
France,95,74.0
US,95,75.0
France,94,70.0
Italy,94,90.0
France,94,120.0
Italy,94,106.0
US,94,145.0
France,87,
US,87,38.0
US,87,40.0
Italy,87,12.0
France,87,12.0
US,87,26.0
South Africa,87,20.0
Italy,87,
Italy,87,25.0
France,87,
Germany,87,40.0
Germany,87,25.0
US,87,30.0
South Africa,87,13.0
US,87,49.0
Italy,87,18.0
US,87,14.0
Italy,87,
Italy,87,21.0
Italy,87,18.0
France,87,
Austria,87,17.0
New Zealand,87,29.0
South Africa,87,10.0
US,87,49.0
US,87,30.0
Italy,87,34.0
US,87,19.0
US,87,45.0
Italy,87,23.0
US,91,82.0
US,91,75.0
US,91,50.0
US,91,26.0
US,91,28.0
US,91,36.0
Austria,91,17.0
US,91,14.0
Italy,91,
US,91,18.0
US,91,35.0
Austria,91,19.0
US,91,22.0
Italy,91,23.0
Italy,91,25.0
France,91,30.0
Italy,91,44.0
France,91,58.0
US,91,20.0
US,91,50.0
France,91,45.0
Spain,91,43.0
US,91,75.0
US,91,50.0
Austria,91,25.0
US,91,38.0
US,91,36.0
Austria,91,19.0
Austria,91,19.0
US,95,35.0
US,95,95.0
US,95,55.0
Austria,95,34.0
US,95,70.0
Austria,94,72.0
Austria,94,50.0
Austria,94,30.0
US,94,65.0
Italy,94,47.0
US,94,105.0
US,94,54.0
Austria,94,74.0
US,94,58.0
Austria,94,50.0
Austria,94,67.0
US,94,55.0
Austria,94,35.0
Austria,94,145.0
Chile,84,12.0
US,83,16.0
Chile,83,8.0
Chile,83,7.0
US,83,7.0
Chile,83,9.0
Chile,83,13.0
US,83,7.0
Chile,83,11.0
Chile,83,10.0
Chile,83,14.0
Chile,83,20.0
Chile,83,32.0
US,83,10.0
Chile,83,8.0
Chile,83,13.0
US,83,6.0
Chile,82,11.0
US,82,10.0
Chile,82,15.0
Chile,82,8.0
US,82,10.0
Chile,82,12.0
US,82,35.0
Chile,82,8.0
Chile,82,7.0
US,82,10.0
Chile,82,12.0
Chile,82,14.0
Chile,82,13.0
France,87,20.0
Chile,87,22.0
Chile,87,14.0
US,87,18.0
Italy,87,38.0
France,87,20.0
Chile,87,18.0
Argentina,87,15.0
Italy,87,18.0
Italy,87,18.0
France,87,
France,87,27.0
Austria,87,23.0
Italy,87,13.0
US,87,35.0
US,87,18.0
US,87,15.0
Italy,87,20.0
US,87,19.0
Austria,87,10.0
Austria,87,
Chile,87,11.0
France,87,37.0
France,87,
Italy,87,24.0
Italy,87,
Italy,87,65.0
France,87,20.0
France,87,
France,87,
US,87,72.0
US,87,45.0
US,87,30.0
US,87,10.0
Italy,87,16.0
Italy,87,17.0
Italy,87,17.0
Chile,87,15.0
Australia,87,17.0
Italy,87,
US,87,16.0
Italy,87,
US,87,15.0
US,87,30.0
Chile,87,18.0
US,87,39.0
US,87,28.0
US,87,15.0
France,87,
Italy,87,22.0
France,87,30.0
France,87,35.0
France,87,16.0
France,87,21.0
France,87,15.0
US,88,48.0
US,88,40.0
US,88,15.0
US,88,50.0
Italy,88,15.0
US,88,27.0
New Zealand,88,22.0
Germany,88,23.0
US,88,13.0
Italy,88,
US,88,55.0
Spain,88,15.0
Italy,88,35.0
US,88,32.0
Germany,88,10.0
New Zealand,88,27.0
Argentina,88,15.0
US,88,25.0
Germany,88,21.0
US,88,21.0
Spain,88,16.0
US,88,10.0
Morocco,88,18.0
US,88,42.0
Italy,88,27.0
Italy,88,25.0
Portugal,88,17.0
Portugal,88,
Portugal,88,30.0
Italy,86,
Chile,86,11.0
Italy,86,11.0
US,85,18.0
US,85,39.0
US,85,32.0
US,85,19.0
US,85,25.0
Austria,85,24.0
Argentina,85,13.0
US,85,33.0
Italy,85,25.0
France,85,
Australia,85,13.0
Argentina,85,17.0
South Africa,85,15.0
France,85,
Chile,85,8.0
US,85,32.0
US,85,8.0
US,90,30.0
Italy,90,40.0
Argentina,90,16.0
US,90,34.0
Germany,90,20.0
France,90,36.0
France,90,
Germany,90,21.0
France,90,
US,90,40.0
Italy,90,22.0
Portugal,90,
Germany,90,
US,90,38.0
Portugal,90,35.0
France,90,30.0
US,90,40.0
France,90,14.0
France,90,35.0
France,90,18.0
France,90,
Argentina,90,20.0
US,90,90.0
US,90,11.0
Italy,90,28.0
France,90,57.0
US,87,30.0
Italy,87,22.0
Portugal,87,15.0
US,87,25.0
Italy,87,17.0
Italy,87,14.0
France,87,
Chile,87,18.0
Chile,87,19.0
US,87,56.0
France,87,35.0
US,87,8.0
Italy,87,14.0
Spain,83,15.0
US,83,22.0
US,83,14.0
Spain,83,14.0
Spain,83,8.0
US,83,24.0
Italy,83,8.0
US,83,28.0
US,83,45.0
Spain,83,9.0
US,83,21.0
Greece,83,17.0
Italy,83,11.0
US,83,20.0
US,83,16.0
US,83,15.0
US,82,21.0
US,82,7.0
US,82,15.0
US,82,55.0
US,82,25.0
US,82,28.0
US,82,15.0
Spain,85,11.0
France,85,
France,85,20.0
US,85,25.0
France,85,19.0
France,85,12.0
US,85,75.0
Spain,85,15.0
US,85,26.0
France,85,20.0
Italy,85,45.0
US,85,22.0
US,85,28.0
Spain,85,12.0
US,85,16.0
US,85,14.0
Italy,85,40.0
France,85,18.0
Spain,85,7.0
France,85,20.0
US,85,15.0
US,85,15.0
Italy,85,40.0
US,85,23.0
Spain,85,11.0
US,85,17.0
US,85,40.0
Spain,85,9.0
Spain,85,17.0
Spain,85,20.0
France,85,15.0
US,85,18.0
US,85,13.0
US,85,17.0
New Zealand,85,22.0
South Africa,85,12.0
US,85,23.0
Italy,85,55.0
US,85,20.0
US,85,11.0
US,85,25.0
France,85,16.0
US,85,16.0
US,85,29.0
US,85,7.0
New Zealand,85,25.0
France,85,18.0
US,85,11.0
Italy,85,13.0
US,85,9.0
US,85,29.0
US,85,22.0
Italy,85,13.0
Italy,85,10.0
US,85,15.0
Italy,85,
South Africa,85,11.0
South Africa,85,12.0
New Zealand,85,20.0
Argentina,85,20.0
France,90,55.0
Italy,90,50.0
Italy,90,25.0
US,90,29.0
US,90,10.0
US,90,18.0
Italy,90,150.0
Spain,90,24.0
US,90,36.0
France,90,
US,90,30.0
US,90,12.0
France,90,70.0
US,90,55.0
Italy,90,50.0
US,90,15.0
Italy,90,27.0
Italy,90,48.0
France,90,
US,90,30.0
Canada,90,30.0
France,90,80.0
France,90,
US,90,45.0
US,90,20.0
US,90,45.0
Italy,90,
US,90,48.0
Italy,90,30.0
Portugal,86,
US,86,20.0
Israel,86,30.0
US,86,13.0
US,86,30.0
US,86,13.0
New Zealand,86,20.0
US,86,9.0
Italy,86,
US,86,36.0
US,86,10.0
Spain,86,13.0
Italy,86,13.0
Italy,86,14.0
Italy,86,34.0
Italy,86,14.0
US,86,17.0
Italy,86,10.0
US,86,15.0
US,86,18.0
Italy,86,12.0
Spain,86,24.0
France,86,
US,86,36.0
Italy,86,11.0
France,89,
France,89,
New Zealand,89,70.0
Italy,88,40.0
Spain,88,18.0
US,88,35.0
US,88,35.0
Italy,88,19.0
US,88,20.0
Portugal,88,13.0
US,88,30.0
France,88,
Australia,88,21.0
US,88,39.0
France,88,
US,88,11.0
US,88,17.0
US,88,32.0
Portugal,88,11.0
US,88,85.0
Italy,88,22.0
Italy,95,530.0
France,95,
US,95,85.0
Italy,95,125.0
Italy,95,132.0
US,95,95.0
France,95,290.0
France,95,123.0
US,95,80.0
US,95,140.0
France,95,70.0
France,95,398.0
US,94,52.0
US,94,32.0
France,94,248.0
France,94,187.0
France,94,86.0
France,94,320.0
France,94,365.0
France,94,175.0
US,94,60.0
US,94,35.0
France,94,130.0
France,94,430.0
France,94,137.0
US,94,100.0
Italy,94,350.0
France,94,
US,93,54.0
US,93,54.0
US,93,55.0
US,93,65.0
Austria,93,25.0
US,93,48.0
Israel,93,56.0
US,93,45.0
Spain,93,130.0
Spain,93,55.0
Italy,93,40.0
Italy,93,40.0
US,93,75.0
US,93,58.0
US,93,60.0
US,93,95.0
US,93,100.0
Austria,93,18.0
Italy,92,35.0
US,92,25.0
Israel,92,17.0
Austria,92,19.0
US,92,36.0
US,92,60.0
US,92,45.0
US,92,32.0
US,92,48.0
US,92,49.0
Austria,92,26.0
US,85,16.0
Portugal,85,
US,85,17.0
US,85,14.0
US,85,35.0
US,85,22.0
Italy,85,12.0
France,85,
US,85,16.0
Portugal,85,16.0
US,85,14.0
Chile,85,11.0
US,85,13.0
France,85,12.0
France,85,12.0
France,85,19.0
US,85,20.0
France,85,
US,85,21.0
US,85,38.0
Chile,85,15.0
France,85,
France,85,10.0
US,85,8.0
Portugal,85,18.0
Portugal,85,12.0
Portugal,85,13.0
US,85,26.0
Austria,92,35.0
Austria,92,30.0
France,92,13.0
France,92,38.0
France,92,55.0
France,92,51.0
France,92,35.0
US,92,17.0
Austria,92,55.0
France,92,26.0
Chile,92,30.0
Austria,92,55.0
Italy,92,70.0
US,92,38.0
France,92,12.0
US,92,42.0
US,92,26.0
France,92,45.0
US,92,32.0
US,92,24.0
Italy,92,55.0
US,92,21.0
New Zealand,92,100.0
France,92,22.0
US,92,53.0
US,92,35.0
US,92,18.0
US,92,35.0
US,92,28.0
Italy,95,50.0
US,95,90.0
US,95,38.0
US,95,60.0
France,95,115.0
US,95,44.0
US,95,50.0
Italy,94,45.0
US,94,100.0
US,94,125.0
US,94,150.0
US,94,105.0
US,94,115.0
US,94,60.0
US,94,59.0
US,94,40.0
US,94,140.0
US,94,55.0
US,94,95.0
France,94,
Italy,94,85.0
Spain,84,69.0
Chile,84,12.0
Chile,84,25.0
Spain,84,13.0
US,84,25.0
US,84,14.0
Spain,84,10.0
Italy,84,
Portugal,84,9.0
US,84,15.0
Italy,84,17.0
US,83,12.0
US,83,14.0
US,83,35.0
Italy,83,10.0
Chile,83,17.0
US,83,15.0
US,83,15.0
Italy,83,13.0
Chile,83,13.0
Italy,83,
Portugal,83,7.0
Italy,83,15.0
Italy,83,
Italy,83,
US,83,18.0
Italy,83,15.0
Chile,83,9.0
Chile,83,12.0
Italy,83,
France,88,16.0
France,88,24.0
Italy,88,
Italy,88,28.0
Italy,88,60.0
Italy,88,45.0
US,88,95.0
France,88,20.0
Austria,88,25.0
US,88,36.0
Italy,88,20.0
Italy,88,25.0
US,88,20.0
US,88,22.0
US,88,42.0
US,88,25.0
US,88,22.0
Chile,88,40.0
US,88,48.0
US,88,25.0
US,88,25.0
US,88,36.0
Italy,88,16.0
Italy,88,
US,88,16.0
US,88,12.0
Italy,88,62.0
US,88,35.0
Italy,88,40.0
US,88,22.0
Italy,85,10.0
US,85,14.0
US,85,20.0
Hungary,85,13.0
US,85,17.0
Italy,85,14.0
US,85,25.0
Chile,85,12.0
US,85,38.0
France,85,18.0
Italy,85,12.0
US,85,20.0
Portugal,85,8.0
US,85,12.0
Italy,85,13.0
US,85,21.0
US,85,48.0
France,85,58.0
US,85,24.0
US,85,33.0
US,85,15.0
US,85,20.0
France,85,10.0
US,85,15.0
Chile,85,14.0
Chile,85,14.0
US,85,39.0
France,85,20.0
US,85,38.0
Chile,85,10.0
US,85,18.0
Italy,85,9.0
US,85,15.0
US,85,32.0
US,85,34.0
US,85,16.0
France,85,
US,85,23.0
US,85,40.0
France,85,25.0
Argentina,85,16.0
Italy,85,11.0
Spain,85,18.0
US,85,16.0
Spain,85,24.0
Austria,85,24.0
Argentina,85,11.0
US,85,10.0
Austria,85,15.0
US,85,19.0
US,85,28.0
US,85,28.0
Portugal,90,12.0
US,90,32.0
Italy,90,
Portugal,90,15.0
France,90,31.0
France,90,25.0
France,90,45.0
France,90,50.0
France,90,16.0
France,90,15.0
France,90,16.0
France,90,25.0
France,90,25.0
France,90,34.0
US,90,26.0
US,90,48.0
France,90,26.0
US,90,38.0
US,90,24.0
US,90,24.0
US,90,70.0
US,90,12.0
Italy,90,20.0
Italy,90,68.0
US,90,19.0
US,90,75.0
US,90,115.0
US,90,22.0
US,90,70.0
Italy,90,16.0
US,85,18.0
US,85,10.0
Chile,85,16.0
Argentina,85,11.0
France,85,15.0
Argentina,85,8.0
France,85,9.0
France,85,13.0
Chile,85,10.0
France,85,13.0
New Zealand,85,20.0
Italy,85,14.0
Italy,85,13.0
Chile,85,11.0
Chile,85,10.0
France,85,37.0
New Zealand,85,20.0
Chile,85,14.0
Chile,85,9.0
US,85,13.0
US,85,20.0
Argentina,85,13.0
Chile,85,11.0
US,85,79.0
Australia,88,30.0
France,88,25.0
France,88,
Italy,88,
Portugal,88,27.0
US,88,26.0
France,88,
Italy,88,21.0
Italy,88,
Italy,88,
France,88,30.0
South Africa,88,10.0
South Africa,88,15.0
Italy,88,
Italy,88,15.0
Italy,88,54.0
South Africa,88,27.0
New Zealand,88,22.0
US,88,32.0
Italy,88,23.0
US,88,20.0
Italy,88,26.0
Italy,88,
Italy,88,
US,88,18.0
US,88,60.0
France,88,
Italy,88,
Australia,88,12.0
France,95,55.0
US,95,42.0
Italy,95,55.0
Italy,95,123.0
US,95,75.0
Italy,95,80.0
Italy,95,65.0
Italy,95,75.0
France,95,56.0
France,95,90.0
Italy,95,130.0
France,87,13.0
France,87,30.0
US,87,36.0
Spain,87,15.0
France,87,12.0
France,87,13.0
France,87,18.0
France,87,14.0
France,87,20.0
France,87,
France,87,12.0
Austria,87,16.0
Spain,87,13.0
US,87,55.0
Italy,87,13.0
France,87,18.0
Argentina,87,30.0
US,87,30.0
US,87,16.0
Spain,87,13.0
Spain,87,11.0
Italy,87,30.0
US,87,125.0
New Zealand,87,12.0
US,87,54.0
France,87,18.0
US,87,40.0
Italy,87,
US,87,18.0
Spain,87,17.0
Austria,90,20.0
Italy,90,26.0
Austria,90,20.0
Portugal,90,
Portugal,90,35.0
Portugal,90,35.0
Austria,90,13.0
Austria,90,18.0
Austria,90,20.0
Portugal,90,15.0
Austria,90,
US,90,16.0
US,90,35.0
Portugal,89,
Italy,89,30.0
Austria,89,24.0
US,89,21.0
Germany,89,31.0
US,89,52.0
US,89,24.0
Austria,89,
Austria,89,16.0
US,89,14.0
Italy,89,40.0
US,89,17.0
US,89,35.0
US,89,19.0
Portugal,89,21.0
US,91,22.0
Italy,91,40.0
Italy,91,27.0
France,91,125.0
France,91,73.0
US,91,32.0
US,91,30.0
US,91,35.0
France,91,75.0
Spain,91,25.0
Italy,91,45.0
France,91,60.0
US,91,20.0
France,91,35.0
US,91,32.0
France,91,55.0
France,91,
France,91,20.0
France,91,49.0
Italy,91,31.0
US,91,20.0
US,91,19.0
Italy,91,50.0
US,91,27.0
Portugal,91,20.0
South Africa,91,20.0
US,91,46.0
Germany,91,28.0
Italy,91,26.0
US,91,26.0
US,91,48.0
US,91,40.0
US,91,65.0
US,91,29.0
France,91,85.0
South Africa,91,32.0
France,91,92.0
France,90,15.0
Germany,90,23.0
South Africa,90,33.0
Argentina,90,25.0
US,90,26.0
Portugal,90,22.0
Portugal,90,60.0
Italy,90,70.0
US,90,18.0
Italy,90,150.0
US,90,90.0
France,90,13.0
Israel,90,40.0
France,90,28.0
Italy,90,65.0
Spain,90,35.0
Argentina,90,25.0
Spain,85,13.0
France,85,18.0
Spain,85,10.0
US,85,25.0
Spain,85,11.0
Brazil,85,50.0
US,85,30.0
US,85,25.0
France,85,25.0
France,85,
France,85,
US,85,23.0
US,85,25.0
France,85,
US,85,38.0
US,85,15.0
South Africa,85,12.0
US,85,18.0
Spain,85,9.0
Spain,85,20.0
Spain,85,20.0
Chile,82,8.0
Chile,82,9.0
US,82,11.0
US,82,35.0
US,82,17.0
US,82,12.0
US,82,14.0
US,82,17.0
US,82,10.0
US,82,12.0
US,82,25.0
Chile,82,12.0
US,82,20.0
US,82,22.0
US,81,14.0
US,81,12.0
US,81,14.0
US,81,20.0
US,81,22.0
US,81,12.0
Chile,81,9.0
Chile,81,9.0
US,81,12.0
Italy,81,25.0
US,81,16.0
US,81,10.0
Italy,81,15.0
Chile,81,17.0
US,80,12.0
Chile,80,25.0
US,87,32.0
US,87,19.0
Italy,87,25.0
Italy,87,25.0
US,87,30.0
Chile,87,29.0
Chile,87,13.0
US,87,49.0
US,87,19.0
Australia,87,13.0
Italy,87,30.0
Portugal,87,15.0
France,87,50.0
Italy,87,16.0
Germany,87,11.0
US,87,28.0
Chile,87,15.0
US,87,38.0
Italy,87,13.0
US,87,15.0
Italy,87,20.0
Italy,87,10.0
Italy,87,25.0
US,87,28.0
Australia,87,21.0
Germany,87,18.0
US,87,40.0
Chile,87,20.0
Chile,87,13.0
Germany,87,20.0
US,87,15.0
Chile,87,15.0
Portugal,87,22.0
Chile,87,27.0
Portugal,87,15.0
Chile,87,17.0
France,87,11.0
France,87,11.0
France,87,11.0
France,87,14.0
France,87,12.0
US,87,14.0
US,87,22.0
US,87,19.0
France,87,
France,87,10.0
France,87,18.0
US,87,23.0
France,87,17.0
Chile,87,13.0
Chile,87,11.0
Spain,87,15.0
Chile,86,30.0
US,86,32.0
Chile,86,13.0
Italy,86,25.0
US,86,22.0
Italy,86,
Portugal,86,9.0
Portugal,86,10.0
Austria,85,17.0
US,85,22.0
Austria,85,16.0
France,85,20.0
US,85,36.0
US,85,22.0
Spain,85,12.0
Spain,85,22.0
US,85,20.0
Italy,85,14.0
Spain,85,10.0
Spain,85,20.0
US,85,15.0
Spain,85,10.0
US,85,38.0
US,85,15.0
Spain,85,27.0
US,85,15.0
US,85,18.0
US,85,22.0
South Africa,85,10.0
France,85,17.0
US,85,17.0
US,85,26.0
Austria,85,10.0
US,85,10.0
US,85,22.0
US,85,12.0
France,85,17.0
France,85,13.0
US,91,35.0
US,91,26.0
US,91,28.0
Australia,91,39.0
US,91,23.0
US,91,32.0
France,91,22.0
Austria,91,44.0
US,91,49.0
US,91,28.0
Argentina,91,23.0
US,91,36.0
US,91,65.0
France,91,23.0
US,91,45.0
Portugal,91,
Portugal,91,
US,91,45.0
US,91,32.0
Portugal,91,20.0
Italy,91,32.0
Argentina,91,75.0
France,91,95.0
US,91,44.0
France,91,59.0
Spain,91,35.0
Spain,91,30.0
Spain,91,60.0
US,91,90.0
US,91,42.0
US,92,60.0
US,92,45.0
US,92,45.0
US,92,67.0
US,92,38.0
Austria,92,22.0
Austria,92,45.0
France,92,43.0
US,92,48.0
Austria,92,72.0
US,92,30.0
France,92,150.0
France,92,25.0
Australia,92,100.0
Italy,92,30.0
Austria,92,26.0
US,92,52.0
Austria,92,28.0
US,92,52.0
US,92,25.0
US,92,26.0
Chile,92,24.0
Italy,92,47.0
Austria,92,73.0
US,92,70.0
Italy,93,25.0
France,93,56.0
US,93,99.0
Austria,93,19.0
US,93,38.0
US,93,40.0
Italy,93,40.0
France,93,70.0
Austria,93,
US,93,72.0
US,93,48.0
US,93,60.0
US,93,75.0
France,93,
Italy,93,50.0
US,93,42.0
Israel,93,33.0
US,93,80.0
US,93,75.0
Austria,93,18.0
Italy,93,
US,93,60.0
US,93,46.0
Austria,93,35.0
Spain,93,90.0
US,93,29.0
Italy,93,68.0
Austria,93,34.0
New Zealand,93,41.0
US,93,80.0
US,87,36.0
US,87,17.0
US,87,13.0
Italy,87,19.0
Argentina,87,13.0
France,87,
Italy,87,14.0
US,87,24.0
France,87,24.0
France,87,15.0
France,87,35.0
France,87,37.0
Italy,87,18.0
Italy,87,18.0
US,87,16.0
US,87,20.0
Italy,87,13.0
Italy,87,
New Zealand,87,23.0
Italy,87,20.0
Portugal,87,10.0
Portugal,87,
US,87,19.0
Italy,87,16.0
Italy,87,17.0
US,87,55.0
US,87,34.0
US,87,46.0
France,89,21.0
US,89,25.0
Argentina,89,14.0
France,89,44.0
France,89,38.0
US,89,40.0
France,89,
US,89,9.0
US,89,19.0
Chile,89,20.0
Australia,89,19.0
Argentina,89,28.0
Australia,89,35.0
Chile,89,15.0
US,89,28.0
France,89,17.0
US,89,45.0
France,89,23.0
Australia,89,23.0
France,89,79.0
Australia,89,40.0
Argentina,89,33.0
France,89,55.0
US,89,30.0
US,89,18.0
Portugal,91,60.0
US,91,19.0
France,91,50.0
France,91,18.0
Portugal,91,20.0
Australia,91,75.0
Argentina,91,95.0
Turkey,91,30.0
US,91,50.0
Germany,91,23.0
Portugal,91,18.0
US,91,48.0
US,91,32.0
US,91,40.0
Germany,91,30.0
US,91,40.0
Argentina,91,25.0
US,91,25.0
Italy,91,75.0
France,91,63.0
US,91,20.0
Portugal,91,35.0
US,91,24.0
Israel,91,24.0
US,91,55.0
Italy,91,75.0
Argentina,91,56.0
US,91,20.0
US,91,58.0
France,87,14.0
Portugal,87,9.0
US,87,20.0
France,87,
Portugal,87,8.0
Portugal,87,13.0
France,87,30.0
France,87,25.0
France,87,
France,87,13.0
US,87,17.0
Italy,87,
Italy,87,14.0
US,87,25.0
US,87,50.0
France,87,
Italy,87,40.0
US,87,25.0
US,87,53.0
US,87,50.0
US,87,40.0
US,87,40.0
US,87,30.0
US,87,13.0
France,87,16.0
US,87,16.0
US,87,30.0
US,87,8.0
Portugal,87,22.0
France,87,28.0
New Zealand,84,13.0
Spain,84,12.0
US,84,22.0
France,84,10.0
US,84,18.0
Australia,84,8.0
US,84,20.0
Australia,84,17.0
France,84,13.0
US,84,10.0
US,84,17.0
US,84,28.0
US,84,42.0
New Zealand,84,15.0
France,84,11.0
US,84,18.0
US,84,13.0
France,84,
US,88,52.0
US,88,35.0
Italy,88,17.0
US,88,28.0
US,88,26.0
US,88,28.0
Portugal,88,24.0
Australia,88,
US,88,35.0
Portugal,88,14.0
Portugal,88,10.0
US,88,50.0
US,88,25.0
Portugal,88,20.0
Uruguay,88,18.0
Portugal,88,9.0
US,88,60.0
Portugal,88,15.0
US,88,18.0
Italy,88,29.0
France,88,18.0
France,88,28.0
France,88,14.0
France,88,18.0
France,88,
France,88,13.0
France,88,21.0
France,88,9.0
France,88,13.0
France,88,15.0
France,85,15.0
France,85,12.0
Chile,85,12.0
France,85,15.0
Portugal,85,9.0
US,85,15.0
France,85,15.0
France,85,
France,85,9.0
France,85,11.0
Spain,85,
US,85,30.0
France,85,12.0
Portugal,85,14.0
France,85,
Chile,85,40.0
Chile,85,20.0
France,85,
France,85,10.0
US,85,18.0
France,85,17.0
US,85,8.0
Chile,85,15.0
Spain,85,10.0
Spain,85,18.0
Chile,85,12.0
Chile,85,10.0
Portugal,85,10.0
Italy,85,23.0
Portugal,85,10.0
Chile,88,18.0
Portugal,88,45.0
US,88,102.0
US,88,75.0
US,88,25.0
Germany,88,12.0
US,88,25.0
Spain,88,22.0
Portugal,88,17.0
US,88,30.0
US,88,35.0
Germany,88,12.0
US,88,75.0
Italy,88,20.0
Italy,88,20.0
US,88,37.0
US,88,45.0
US,88,24.0
US,88,24.0
US,88,20.0
US,88,12.0
US,88,18.0
US,88,22.0
US,88,65.0
US,88,28.0
US,88,30.0
US,88,25.0
US,88,22.0
France,88,15.0
France,88,14.0
France,89,22.0
France,89,
Italy,89,35.0
US,89,20.0
Germany,89,17.0
France,89,65.0
Spain,89,25.0
US,89,35.0
France,89,25.0
US,89,34.0
Italy,89,28.0
Spain,89,17.0
Spain,89,19.0
Spain,89,40.0
Italy,89,120.0
US,89,65.0
Germany,89,20.0
Germany,89,15.0
US,89,16.0
Germany,89,13.0
US,89,40.0
Portugal,89,25.0
France,89,45.0
US,89,50.0
US,89,38.0
Italy,89,
France,89,20.0
Italy,89,110.0
France,89,24.0
France,89,20.0
Austria,96,40.0
France,96,469.0
US,95,64.0
US,95,60.0
France,95,90.0
US,95,240.0
France,95,320.0
US,95,85.0
Spain,95,149.0
France,95,80.0
US,95,55.0
Austria,95,51.0
France,95,130.0
Austria,95,60.0
US,95,45.0
US,95,60.0
France,95,105.0
US,95,55.0
France,95,199.0
Portugal,95,
France,95,170.0
US,95,150.0
Austria,95,
US,95,65.0
France,95,249.0
US,95,115.0
Argentina,95,48.0
France,95,150.0
France,95,114.0
US,90,15.0
Austria,90,34.0
US,90,25.0
Italy,90,
France,90,30.0
US,90,25.0
Portugal,90,26.0
Portugal,90,25.0
Australia,90,25.0
South Africa,90,19.0
US,90,18.0
France,90,30.0
Australia,90,28.0
US,90,30.0
Austria,90,17.0
Austria,90,
US,90,48.0
US,90,46.0
Italy,90,20.0
US,90,22.0
France,89,
Austria,89,15.0
Italy,89,50.0
US,89,28.0
New Zealand,89,25.0
US,89,14.0
Spain,89,33.0
US,89,33.0
US,89,30.0
US,89,17.0
Argentina,89,27.0
