country,points,price,province
South Africa,86,18.0,Stellenbosch
US,86,13.0,Washington
Italy,86,14.0,Central Italy
US,86,35.0,California
US,86,35.0,California
Italy,86,12.0,Central Italy
France,86,20.0,Alsace
France,86,19.0,Alsace
France,86,18.0,Alsace
France,86,16.0,Alsace
France,86,21.0,Alsace
Chile,86,27.0,Leyda Valley
Chile,86,14.0,Leyda Valley
US,86,18.0,California
Italy,86,25.0,Central Italy
France,86,20.0,Alsace
France,86,22.0,Alsace
Chile,86,15.0,Colchagua Valley
US,86,18.0,New York
Italy,86,13.0,Central Italy
France,86,,Provence
France,86,22.0,Alsace
Italy,86,20.0,Central Italy
France,86,24.0,Alsace
US,86,15.0,California
US,86,10.0,California
US,86,24.0,California
US,86,20.0,California
Spain,88,14.0,Northern Spain
Spain,88,8.0,Northern Spain
Italy,88,60.0,Tuscany
France,88,,Bordeaux
France,88,14.0,Bordeaux
France,88,14.0,Bordeaux
US,88,28.0,California
Italy,88,40.0,Tuscany
Italy,88,61.0,Tuscany
US,88,25.0,California
US,88,30.0,California
Spain,88,36.0,Northern Spain
France,88,65.0,Bordeaux
Italy,88,46.0,Tuscany
US,88,29.0,California
US,88,75.0,California
US,88,36.0,California
US,88,38.0,California
US,88,20.0,California
US,88,42.0,California
South Africa,88,27.0,Hemel en Aarde
US,88,50.0,California
US,88,20.0,Washington
Italy,88,25.0,Tuscany
Spain,88,16.0,Northern Spain
US,88,24.0,California
US,88,55.0,California
Spain,88,14.0,Northern Spain
France,88,,Bordeaux
France,89,50.0,Burgundy
US,89,22.0,Washington
US,89,,Washington
Spain,89,55.0,Catalonia
Chile,89,17.0,Cachapoal Valley
Italy,89,38.0,Piedmont
US,89,26.0,New York
Chile,89,22.0,Limarí Valley
Spain,89,30.0,Northern Spain
France,89,77.0,Burgundy
France,89,62.0,Burgundy
US,89,42.0,Washington
US,89,40.0,Washington
US,89,23.0,New York
Spain,89,30.0,Northern Spain
Spain,89,17.0,Catalonia
US,89,25.0,California
US,89,24.0,Washington
US,89,11.0,Washington
Spain,89,80.0,Northern Spain
US,89,35.0,California
US,89,38.0,Washington
US,89,18.0,New York
US,89,39.0,California
US,89,60.0,California
US,89,36.0,Washington
Italy,89,35.0,Piedmont
France,89,47.0,Burgundy
Chile,89,44.0,Casablanca Valley
France,89,140.0,Burgundy
Chile,86,11.0,Maule Valley
Australia,86,17.0,Western Australia
France,86,15.0,Bordeaux
Austria,86,32.0,Österreichischer Sekt
Austria,86,,Austria
US,86,22.0,California
US,86,30.0,California
US,86,22.0,California
US,86,32.0,California
Austria,86,,Niederösterreich
US,86,14.0,California
Chile,86,13.0,Rapel Valley
France,86,25.0,Southwest France
Chile,86,12.0,Maule Valley
US,86,40.0,California
France,86,12.0,Southwest France
Chile,86,12.0,Rapel Valley
Chile,86,17.0,Casablanca Valley
Chile,86,12.0,Maipo Valley
Chile,86,24.0,Lolol Valley
France,85,18.0,Bordeaux
France,85,13.0,Bordeaux
France,85,22.0,Bordeaux
US,85,31.0,California
Spain,85,12.0,Catalonia
Spain,85,20.0,Northern Spain
US,85,18.0,California
Spain,85,10.0,Northern Spain
France,85,15.0,Bordeaux
Italy,85,47.0,Northeastern Italy
France,85,14.0,Bordeaux
Spain,85,16.0,Northern Spain
US,85,24.0,California
Italy,85,43.0,Italy Other
US,84,45.0,California
US,84,12.0,California
US,84,25.0,California
Spain,84,20.0,Northern Spain
Spain,84,15.0,Northern Spain
Spain,84,13.0,Northern Spain
Spain,84,20.0,Catalonia
France,84,12.0,Bordeaux
France,84,13.0,Bordeaux
France,84,30.0,Bordeaux
US,84,17.0,California
France,84,12.0,Bordeaux
France,84,18.0,Bordeaux
France,84,20.0,Bordeaux
France,84,13.0,Bordeaux
Spain,84,15.0,Northern Spain
US,91,35.0,Washington
US,91,25.0,California
US,91,34.0,Washington
US,91,75.0,California
US,91,35.0,Washington
US,90,65.0,California
France,90,15.0,Alsace
France,90,19.0,Alsace
US,90,35.0,California
France,90,23.0,Provence
Italy,90,30.0,Northeastern Italy
Hungary,90,15.0,Tokaj
US,90,49.0,California
US,90,18.0,New York
Chile,90,20.0,Colchagua Valley
US,90,16.0,Washington
US,90,40.0,Washington
US,90,12.0,Washington
US,90,26.0,Washington
Romania,90,58.0,Dealu Mare
US,90,38.0,California
Chile,90,33.0,Cachapoal Valley
US,90,125.0,California
US,90,17.0,California
Italy,90,69.0,Veneto
US,90,24.0,California
US,90,23.0,California
US,90,22.0,California
US,90,49.0,Washington
US,90,15.0,California
Italy,87,18.0,Central Italy
US,87,30.0,California
Spain,87,30.0,Central Spain
US,87,15.0,California
US,87,25.0,California
Italy,87,17.0,Central Italy
Chile,87,13.0,Rapel Valley
US,87,20.0,California
Italy,87,10.0,Central Italy
Spain,87,18.0,Northern Spain
France,87,,Bordeaux
US,87,30.0,Oregon
Austria,87,17.0,Burgenland
US,87,28.0,Oregon
Spain,87,16.0,Galicia
US,87,42.0,California
US,87,35.0,California
US,87,26.0,Washington
US,87,40.0,California
Italy,87,15.0,Central Italy
Chile,87,12.0,Casablanca Valley
France,87,40.0,Provence
France,87,23.0,Provence
France,87,12.0,Bordeaux
France,87,,Bordeaux
France,87,18.0,Provence
Italy,87,17.0,Central Italy
Chile,87,17.0,Chile
Chile,87,,Casablanca Valley
Spain,87,35.0,Catalonia
Germany,88,20.0,Mosel
Australia,88,12.0,South Australia
US,88,32.0,Michigan
Italy,88,22.0,Northeastern Italy
US,88,28.0,California
Portugal,88,22.0,Dão
Portugal,88,12.0,Bairrada
Italy,88,22.0,Northeastern Italy
Germany,88,23.0,Rheingau
Portugal,88,20.0,Alentejano
Portugal,88,12.0,Alentejano
Italy,88,,Northeastern Italy
US,88,24.0,California
Italy,88,15.0,Northeastern Italy
South Africa,88,12.0,Western Cape
US,88,20.0,Oregon
US,88,27.0,Oregon
Italy,88,22.0,Northeastern Italy
Germany,87,13.0,Mosel
Spain,87,11.0,Northern Spain
US,87,29.0,Michigan
Portugal,87,19.0,Lisboa
Italy,87,14.0,Northeastern Italy
Italy,87,30.0,Northeastern Italy
Italy,87,17.0,Northeastern Italy
US,87,30.0,Oregon
South Africa,87,35.0,Coastal Region
Italy,87,15.0,Northeastern Italy
US,87,35.0,California
Germany,87,24.0,Nahe
Portugal,88,,Port
Portugal,88,23.0,Port
US,88,33.0,California
France,88,82.0,Champagne
France,88,55.0,Champagne
Italy,88,26.0,Veneto
Portugal,88,25.0,Duriense
Portugal,88,17.0,Douro
Italy,88,19.0,Veneto
Italy,88,,Italy Other
Spain,88,20.0,Northern Spain
Italy,88,19.0,Veneto
US,88,20.0,California
Argentina,88,22.0,Other
Spain,88,15.0,Levante
France,88,68.0,Champagne
Italy,88,40.0,Lombardy
France,88,72.0,Champagne
France,88,,Beaujolais
South Africa,88,18.0,Western Cape
Spain,88,26.0,Galicia
France,88,14.0,Beaujolais
France,88,18.0,Beaujolais
US,88,32.0,Oregon
France,88,55.0,Champagne
Australia,88,20.0,Victoria
France,88,75.0,Champagne
US,88,48.0,California
US,88,54.0,California
Portugal,88,19.0,Alentejano
US,90,42.0,California
France,90,19.0,Provence
US,90,50.0,California
US,90,30.0,Washington
US,90,35.0,Oregon
US,90,24.0,California
Italy,90,,Northeastern Italy
Chile,90,22.0,Maipo Valley
US,90,45.0,Oregon
US,89,38.0,Washington
France,89,42.0,Provence
Portugal,89,,Alentejano
France,89,12.0,Provence
Portugal,89,27.0,Alentejano
US,89,28.0,California
US,89,25.0,Washington
US,89,20.0,California
US,89,38.0,Oregon
Portugal,89,17.0,Dão
Portugal,89,28.0,Dão
US,89,45.0,Washington
US,89,15.0,Oregon
US,89,48.0,Oregon
Portugal,89,,Douro
Bulgaria,88,15.0,Danube River Plains
Italy,88,17.0,Veneto
US,88,28.0,California
US,88,42.0,California
Chile,88,24.0,Maipo Valley
Chile,88,30.0,Maule Valley
US,88,25.0,California
US,88,35.0,California
US,88,15.0,California
US,88,45.0,California
France,88,16.0,Burgundy
Czech Republic,88,15.0,Moravia
US,88,25.0,California
Chile,88,17.0,Colchagua Valley
US,88,27.0,New York
US,88,50.0,New York
Czech Republic,88,18.0,Moravia
Czech Republic,88,15.0,Moravia
US,88,50.0,California
France,88,15.0,Alsace
Italy,88,16.0,Veneto
Bulgaria,88,15.0,Thracian Valley
New Zealand,88,18.0,Nelson
US,88,17.0,California
US,88,35.0,New York
Chile,88,19.0,Colchagua Valley
US,88,19.0,California
US,88,19.0,California
France,88,18.0,Languedoc-Roussillon
France,88,25.0,Languedoc-Roussillon
US,94,70.0,California
US,94,110.0,California
Argentina,94,48.0,Mendoza Province
Argentina,94,120.0,Mendoza Province
Germany,94,64.0,Mosel
US,94,36.0,California
Australia,94,50.0,Western Australia
US,94,60.0,California
US,94,29.0,California
Germany,94,67.0,Pfalz
Germany,94,42.0,Baden
US,94,68.0,California
France,94,45.0,Beaujolais
US,94,55.0,Washington
US,94,40.0,Washington
US,94,60.0,Washington
US,94,60.0,Washington
France,94,46.0,Bordeaux
US,94,75.0,Oregon
US,94,85.0,California
Germany,94,34.0,Mosel
Germany,94,40.0,Rheingau
US,94,65.0,California
US,94,75.0,California
US,94,55.0,California
US,94,30.0,California
US,94,56.0,Oregon
US,94,58.0,California
US,94,70.0,Washington
France,94,,Bordeaux
US,87,45.0,California
US,87,26.0,California
Italy,87,20.0,Tuscany
US,87,10.0,California
US,87,35.0,California
Chile,87,13.0,Colchagua Valley
US,87,,Washington
US,87,20.0,California
US,87,53.0,California
Italy,87,,Tuscany
Italy,87,17.0,Tuscany
US,87,15.0,Washington
US,87,14.0,Washington
US,87,40.0,California
France,87,20.0,France Other
US,87,25.0,California
Italy,87,18.0,Piedmont
Italy,87,,Piedmont
US,87,8.0,California
US,87,39.0,California
Spain,87,10.0,Levante
Spain,87,10.0,Levante
Spain,87,20.0,Catalonia
France,87,17.0,Loire Valley
US,87,30.0,California
France,87,20.0,Rhône Valley
France,87,,Bordeaux
France,87,20.0,Bordeaux
Italy,87,18.0,Piedmont
US,87,85.0,California
Portugal,86,11.0,Alentejo
Argentina,86,12.0,Mendoza Province
France,86,26.0,Loire Valley
Italy,86,21.0,Piedmont
Italy,86,16.0,Piedmont
Italy,86,10.0,Sicily & Sardinia
US,86,27.0,Oregon
Argentina,86,17.0,Other
US,86,25.0,Texas
Portugal,86,9.0,Douro
France,86,23.0,Loire Valley
Portugal,86,10.0,Tejo
Portugal,86,18.0,Tejo
Portugal,86,10.0,Tejo
US,86,24.0,California
Portugal,86,,Douro
US,86,22.0,Oregon
US,86,39.0,California
US,86,20.0,California
US,86,20.0,California
Portugal,86,12.0,Península de Setúbal
Australia,86,25.0,South Australia
Argentina,86,18.0,Mendoza Province
Germany,86,13.0,Rheinhessen
France,86,10.0,France Other
Italy,86,23.0,Sicily & Sardinia
Argentina,86,13.0,Mendoza Province
US,86,16.0,California
Portugal,88,22.0,Alentejano
France,88,25.0,Loire Valley
US,88,45.0,Virginia
US,88,35.0,California
Portugal,88,14.0,Douro
Portugal,88,16.0,Bairrada
US,88,45.0,California
Italy,88,45.0,Piedmont
France,88,24.0,Loire Valley
US,88,17.0,Colorado
Portugal,88,25.0,Douro
Hungary,88,15.0,Tokaj
Portugal,88,16.0,Douro
Portugal,88,13.0,Tejo
Portugal,88,17.0,Tejo
Portugal,88,19.0,Douro
Portugal,88,30.0,Duriense
US,88,28.0,California
Argentina,88,20.0,Mendoza Province
Portugal,88,12.0,Beira Interior
New Zealand,88,18.0,Marlborough
US,88,20.0,Oregon
Germany,88,14.0,Mosel
US,88,68.0,California
Italy,88,15.0,Sicily & Sardinia
US,88,28.0,Virginia
Italy,88,14.0,Sicily & Sardinia
US,88,34.0,Oregon
Italy,88,15.0,Sicily & Sardinia
Argentina,88,12.0,Mendoza Province
Spain,88,45.0,Catalonia
Australia,88,20.0,South Australia
Australia,88,17.0,South Australia
US,88,15.0,California
US,88,20.0,Washington
US,88,25.0,Washington
Italy,88,,Veneto
Australia,88,20.0,Victoria
France,88,22.0,Rhône Valley
Italy,88,25.0,Veneto
Spain,88,27.0,Catalonia
US,88,28.0,California
US,88,30.0,California
US,88,55.0,California
Italy,88,29.0,Veneto
Australia,88,24.0,South Australia
Italy,88,,Veneto
Italy,88,16.0,Veneto
US,88,11.0,Washington
US,88,25.0,California
Italy,88,,Veneto
Italy,88,90.0,Veneto
US,92,25.0,California
US,92,50.0,California
France,92,50.0,Champagne
France,92,56.0,Champagne
Austria,92,,Kremstal
France,92,35.0,Champagne
Italy,92,78.0,Veneto
Italy,92,,Veneto
Italy,92,70.0,Veneto
Italy,92,50.0,Sicily & Sardinia
Italy,92,60.0,Southern Italy
US,92,18.0,Washington
US,92,50.0,California
US,92,60.0,California
US,92,17.0,California
US,92,55.0,Washington
US,92,40.0,California
US,92,45.0,California
US,92,25.0,California
Italy,92,,Veneto
France,92,67.0,Champagne
France,92,69.0,Champagne
US,92,80.0,California
Italy,92,60.0,Veneto
US,92,14.0,Washington
France,91,57.0,Champagne
France,91,115.0,Champagne
US,91,45.0,California
US,91,29.0,California
France,90,20.0,Languedoc-Roussillon
Greece,90,13.0,Achaia
Austria,90,16.0,Kremstal
US,90,18.0,California
US,90,28.0,California
US,90,60.0,Washington
US,90,35.0,California
Italy,90,18.0,Piedmont
US,90,35.0,California
Spain,90,75.0,Northern Spain
France,90,32.0,Bordeaux
France,90,25.0,Bordeaux
France,90,,Bordeaux
France,90,22.0,Rhône Valley
France,90,15.0,Bordeaux
US,90,25.0,California
US,90,34.0,Washington
US,90,25.0,California
France,90,16.0,Rhône Valley
France,90,20.0,Rhône Valley
Austria,90,25.0,Burgenland
US,90,40.0,California
US,90,75.0,Washington
Italy,90,50.0,Piedmont
US,90,54.0,California
US,90,39.0,California
Austria,90,15.0,Burgenland
Austria,90,24.0,Kamptal
US,90,45.0,Washington
US,90,28.0,California
US,90,42.0,California
France,90,26.0,Burgundy
US,90,36.0,California
Greece,90,28.0,Santorini
Germany,90,19.0,Rheinhessen
Spain,90,28.0,Central Spain
US,90,56.0,California
France,90,56.0,Burgundy
France,90,20.0,Alsace
France,90,16.0,France Other
Italy,90,21.0,Southern Italy
Italy,90,21.0,Southern Italy
Australia,90,17.0,South Australia
Spain,90,32.0,Northern Spain
Spain,90,20.0,Northern Spain
Italy,90,,Sicily & Sardinia
US,90,27.0,California
US,90,30.0,California
US,90,35.0,California
Italy,90,45.0,Sicily & Sardinia
US,90,40.0,California
Spain,90,20.0,Northern Spain
France,90,18.0,Languedoc-Roussillon
France,90,35.0,Burgundy
US,90,25.0,California
US,90,44.0,California
US,90,28.0,California
France,90,45.0,Alsace
US,90,40.0,California
US,90,24.0,Oregon
US,91,20.0,California
US,91,50.0,Washington
US,91,36.0,Washington
Canada,91,18.0,British Columbia
US,91,26.0,California
US,91,35.0,Washington
US,91,35.0,Washington
US,91,150.0,California
New Zealand,91,60.0,Marlborough
Canada,91,44.0,British Columbia
Italy,91,175.0,Tuscany
France,91,22.0,Rhône Valley
US,91,38.0,California
Italy,91,64.0,Tuscany
Italy,91,32.0,Tuscany
US,91,62.0,California
Italy,91,45.0,Tuscany
US,91,16.0,California
Austria,91,33.0,Carnuntum
Austria,91,45.0,Leithaberg
US,91,27.0,California
US,91,38.0,California
US,91,45.0,California
US,91,68.0,California
Austria,91,40.0,Kremstal
France,91,26.0,Beaujolais
US,91,25.0,California
US,91,40.0,California
US,91,19.0,New York
US,91,20.0,California
US,86,16.0,California
Italy,86,,Northeastern Italy
Italy,86,11.0,Northeastern Italy
France,86,30.0,Champagne
Italy,86,25.0,Veneto
Argentina,86,12.0,Mendoza Province
New Zealand,86,16.0,Marlborough
Argentina,86,11.0,Mendoza Province
Australia,86,12.0,South Australia
Argentina,86,18.0,Mendoza Province
Argentina,86,13.0,Mendoza Province
New Zealand,86,13.0,South Island
Argentina,86,10.0,Mendoza Province
Italy,86,37.0,Northeastern Italy
US,86,42.0,California
US,86,11.0,Washington
US,86,20.0,California
US,86,16.0,Washington
Argentina,86,11.0,Mendoza Province
Italy,86,,Veneto
US,86,40.0,California
France,86,45.0,Champagne
US,95,32.0,Oregon
US,95,58.0,California
Italy,94,150.0,Tuscany
US,94,58.0,California
US,94,46.0,California
US,94,50.0,California
Italy,94,,Tuscany
US,94,49.0,California
US,94,65.0,California
Austria,94,134.0,Wachau
US,94,60.0,California
Argentina,94,100.0,Mendoza Province
Spain,94,95.0,Catalonia
Italy,94,69.0,Tuscany
US,94,48.0,California
US,94,35.0,California
Austria,94,78.0,Wachau
US,94,90.0,California
France,93,100.0,Rhône Valley
US,93,55.0,California
US,93,40.0,California
US,93,58.0,California
Italy,82,9.0,Piedmont
US,82,10.0,California
Mexico,82,21.0,Valle de Guadalupe
Mexico,82,15.0,Valle de Guadalupe
US,82,30.0,California
US,82,,Virginia
US,82,14.0,California
US,82,40.0,California
Italy,81,50.0,Southern Italy
US,81,22.0,California
Argentina,81,10.0,Other
US,81,27.0,Virginia
Spain,81,11.0,Central Spain
Italy,81,,Veneto
US,81,15.0,California
US,81,34.0,California
Argentina,81,11.0,Mendoza Province
US,81,29.0,California
US,81,19.0,California
Argentina,81,9.0,Other
US,80,44.0,California
Argentina,80,11.0,Other
Italy,80,11.0,Italy Other
US,96,85.0,Washington
US,96,55.0,California
US,95,135.0,California
US,95,45.0,Washington
US,95,45.0,California
US,95,89.0,Washington
Australia,90,30.0,New South Wales
Austria,90,30.0,Burgenland
US,90,33.0,California
US,90,49.0,California
US,90,32.0,Washington
US,90,24.0,California
US,90,39.0,California
US,90,27.0,Washington
France,90,47.0,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
South Africa,90,72.0,Paarl
New Zealand,90,32.0,Marlborough
Italy,90,62.0,Northeastern Italy
Australia,90,35.0,Victoria
Italy,90,43.0,Sicily & Sardinia
Austria,90,20.0,Burgenland
Austria,90,25.0,Burgenland
US,90,25.0,Washington
US,90,25.0,Washington
France,90,,Bordeaux
France,90,,Bordeaux
France,90,30.0,Bordeaux
France,90,,Bordeaux
France,90,13.0,Languedoc-Roussillon
US,90,36.0,Washington
Germany,90,46.0,Mosel-Saar-Ruwer
US,90,28.0,California
US,90,42.0,Washington
US,88,24.0,California
France,88,55.0,Champagne
France,88,,Alsace
US,88,,California
US,88,20.0,California
US,88,35.0,California
US,88,45.0,California
France,88,25.0,Beaujolais
Italy,88,20.0,Veneto
US,88,50.0,California
US,88,80.0,California
US,88,23.0,California
Italy,88,25.0,Veneto
France,88,55.0,Champagne
US,88,15.0,California
France,88,15.0,Beaujolais
Portugal,88,,Port
France,88,60.0,Champagne
Portugal,88,10.0,Tejo
Portugal,88,10.0,Tejo
Italy,88,24.0,Veneto
US,88,29.0,Oregon
France,88,27.0,Beaujolais
France,88,15.0,Beaujolais
France,88,13.0,Beaujolais
France,88,,Beaujolais
France,88,15.0,Beaujolais
France,88,20.0,Beaujolais
France,88,19.0,Alsace
US,88,19.0,California
US,93,70.0,California
Australia,93,32.0,South Australia
Germany,93,34.0,Mosel
Australia,93,60.0,South Australia
Italy,93,32.0,Lombardy
US,93,40.0,California
Australia,93,47.0,New South Wales
US,93,48.0,California
Germany,93,64.0,Mosel
US,93,55.0,California
US,93,53.0,California
Portugal,93,495.0,Colares
Italy,93,50.0,Lombardy
US,93,56.0,Oregon
US,93,48.0,Washington
US,93,59.0,California
US,93,50.0,California
France,93,70.0,Bordeaux
France,93,,Bordeaux
US,93,55.0,Oregon
Portugal,93,50.0,Douro
US,93,33.0,Oregon
France,93,29.0,Beaujolais
US,93,50.0,California
US,93,48.0,Washington
US,93,125.0,California
US,93,55.0,California
Portugal,93,99.0,Douro
US,93,40.0,California
US,93,42.0,California
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,88,,Bordeaux
France,87,,Bordeaux
France,87,,Bordeaux
France,87,,Bordeaux
France,87,,Bordeaux
France,87,,Bordeaux
France,86,,Bordeaux
France,86,,Bordeaux
France,86,,Bordeaux
France,85,,Bordeaux
US,99,125.0,California
Portugal,90,18.0,Douro
Portugal,90,20.0,Vinho Verde
US,90,14.0,Oregon
Argentina,90,34.0,Mendoza Province
US,90,20.0,Oregon
Germany,90,30.0,Rheingau
US,90,38.0,Oregon
Portugal,90,15.0,Port
US,90,25.0,Virginia
Argentina,90,25.0,Mendoza Province
France,90,30.0,Loire Valley
France,90,30.0,Loire Valley
US,90,30.0,California
US,90,55.0,Oregon
US,90,23.0,Oregon
Portugal,90,16.0,Douro
Germany,90,20.0,Mosel
US,90,28.0,California
New Zealand,90,40.0,Marlborough
Portugal,90,15.0,Duriense
Portugal,90,18.0,Tejo
US,90,20.0,Oregon
France,90,40.0,Loire Valley
US,90,55.0,California
Italy,90,110.0,Piedmont
US,90,20.0,Oregon
Portugal,90,95.0,Alentejo
Portugal,90,20.0,Lisboa
US,90,65.0,California
US,90,22.0,Oregon
Italy,86,,Tuscany
Italy,86,,Tuscany
Italy,86,17.0,Piedmont
Spain,86,20.0,Central Spain
US,86,20.0,California
Argentina,86,13.0,Mendoza Province
US,86,40.0,California
Italy,86,60.0,Tuscany
Argentina,86,10.0,Mendoza Province
Italy,86,70.0,Tuscany
US,86,50.0,California
US,86,14.0,New York
Austria,86,26.0,Burgenland
US,86,14.0,California
US,86,22.0,New York
Italy,86,23.0,Piedmont
US,86,30.0,Washington
US,86,34.0,Washington
Spain,86,10.0,Central Spain
US,86,36.0,California
US,86,38.0,California
US,86,52.0,California
Italy,86,70.0,Tuscany
Italy,86,120.0,Tuscany
Italy,86,15.0,Piedmont
US,86,20.0,California
US,86,24.0,California
France,86,20.0,Bordeaux
France,86,34.0,Bordeaux
Chile,88,17.0,Maipo Valley
US,88,32.0,Washington
Spain,88,12.0,Northern Spain
Spain,88,20.0,Northern Spain
Italy,88,,Tuscany
Chile,88,23.0,Lolol Valley
US,88,22.0,California
US,88,38.0,California
US,88,33.0,Washington
France,88,14.0,Languedoc-Roussillon
Chile,88,12.0,Maule Valley
France,88,15.0,Bordeaux
Italy,88,32.0,Tuscany
Italy,88,20.0,Tuscany
Portugal,88,27.0,Lisboa
Portugal,88,30.0,Douro
Spain,88,18.0,Northern Spain
Chile,88,50.0,Colchagua Valley
Italy,88,42.0,Tuscany
France,88,19.0,Languedoc-Roussillon
Chile,88,15.0,Rapel Valley
Australia,88,17.0,South Australia
US,88,49.0,California
Italy,88,,Tuscany
Portugal,88,,Douro
France,88,59.0,Bordeaux
France,88,19.0,Languedoc-Roussillon
US,94,53.0,California
Argentina,94,50.0,Mendoza Province
US,94,40.0,California
Italy,94,,Piedmont
US,94,145.0,California
Italy,94,95.0,Piedmont
Italy,93,50.0,Piedmont
Italy,93,149.0,Piedmont
Italy,93,,Piedmont
France,93,,Southwest France
US,93,48.0,California
Australia,93,75.0,South Australia
US,93,53.0,California
US,93,40.0,California
Italy,93,,Piedmont
US,93,69.0,California
Argentina,93,125.0,Other
US,93,32.0,California
Spain,93,62.0,Northern Spain
US,86,12.0,Virginia
US,86,17.0,New York
US,86,25.0,California
Italy,86,23.0,Sicily & Sardinia
New Zealand,86,13.0,Marlborough
Argentina,86,15.0,Mendoza Province
US,86,14.0,Washington
France,86,25.0,Alsace
US,86,35.0,America
US,86,14.0,California
US,86,15.0,California
US,86,11.0,Washington
US,86,25.0,California
New Zealand,85,13.0,Marlborough
US,85,40.0,California
France,85,,Provence
US,85,54.0,California
US,85,15.0,Washington
US,85,16.0,New York
US,89,25.0,California
France,89,40.0,Burgundy
France,89,,Burgundy
US,89,27.0,California
US,89,22.0,California
France,89,51.0,Burgundy
US,89,13.0,New York
France,89,39.0,Burgundy
US,89,39.0,Washington
France,89,27.0,Burgundy
Italy,89,19.0,Southern Italy
Italy,89,40.0,Sicily & Sardinia
France,89,33.0,Rhône Valley
US,89,50.0,Washington
France,89,32.0,Burgundy
US,89,15.0,New York
Spain,89,27.0,Northern Spain
US,89,65.0,Washington
US,89,22.0,Washington
Spain,89,14.0,Catalonia
US,89,33.0,Washington
US,89,20.0,Washington
Italy,89,20.0,Southern Italy
US,88,30.0,California
Chile,88,20.0,Leyda Valley
US,88,10.0,California
Italy,88,23.0,Sicily & Sardinia
France,88,20.0,Southwest France
US,88,24.0,Oregon
France,88,15.0,Southwest France
Italy,88,,Sicily & Sardinia
US,88,14.0,Oregon
France,88,14.0,Southwest France
US,88,17.0,Oregon
Italy,88,,Sicily & Sardinia
Chile,88,17.0,Cachapoal Valley
Italy,87,15.0,Southern Italy
Italy,87,15.0,Sicily & Sardinia
US,87,26.0,Oregon
US,87,25.0,Virginia
US,87,45.0,California
US,87,30.0,California
Italy,87,,Sicily & Sardinia
Italy,87,16.0,Sicily & Sardinia
France,87,14.0,Bordeaux
France,87,16.0,Bordeaux
US,87,22.0,California
Austria,87,20.0,Niederösterreich
US,87,25.0,Oregon
US,87,24.0,Oregon
US,87,30.0,California
US,87,50.0,Virginia
Italy,87,16.0,Sicily & Sardinia
US,86,50.0,California
US,86,,California
Spain,86,23.0,Catalonia
US,86,18.0,California
US,86,15.0,California
US,86,36.0,Washington
Spain,86,25.0,Andalucia
US,86,20.0,California
US,86,13.0,California
Italy,86,50.0,Tuscany
France,86,23.0,Loire Valley
France,86,15.0,Loire Valley
US,86,25.0,California
France,86,15.0,Rhône Valley
Spain,86,20.0,Spanish Islands
Spain,86,11.0,Levante
Spain,86,15.0,Northern Spain
Spain,86,15.0,Catalonia
US,86,13.0,Washington
US,86,13.0,Washington
US,86,50.0,New York
US,86,40.0,New York
Turkey,86,25.0,Turkey
Serbia,86,15.0,Fruška Gora
US,86,29.0,California
Italy,86,,Tuscany
Spain,86,16.0,Galicia
US,86,56.0,California
France,86,30.0,Loire Valley
France,86,16.0,Loire Valley
France,86,24.0,Burgundy
US,86,25.0,New York
Italy,86,15.0,Veneto
US,86,45.0,California
France,86,18.0,Burgundy
Spain,86,13.0,Galicia
France,86,19.0,Burgundy
Italy,86,21.0,Veneto
South Africa,86,15.0,Franschhoek
US,86,11.0,Washington
Italy,86,20.0,Veneto
Italy,86,27.0,Veneto
US,86,16.0,California
US,86,30.0,California
Spain,86,10.0,Catalonia
Argentina,86,16.0,Mendoza Province
US,86,46.0,California
US,86,32.0,California
US,86,140.0,California
Spain,86,22.0,Northern Spain
Spain,86,35.0,Northern Spain
US,86,15.0,California
Spain,86,13.0,Levante
France,86,63.0,Burgundy
France,86,,Burgundy
France,86,,Burgundy
Italy,86,15.0,Veneto
Spain,86,13.0,Northern Spain
Spain,86,15.0,Catalonia
US,85,22.0,Texas
US,88,66.0,Washington
Spain,88,45.0,Northern Spain
Spain,88,15.0,Central Spain
Spain,88,20.0,Northern Spain
France,88,101.0,Bordeaux
France,88,15.0,Bordeaux
US,88,17.0,Washington
France,88,,Bordeaux
France,88,35.0,Bordeaux
Italy,88,65.0,Tuscany
US,88,12.0,Washington
US,88,18.0,New York
France,88,,Bordeaux
Argentina,88,12.0,Mendoza Province
Spain,88,20.0,Catalonia
Argentina,88,18.0,Mendoza Province
US,88,22.0,Washington
US,88,22.0,Washington
US,88,17.0,New York
US,88,15.0,New York
Argentina,88,19.0,Mendoza Province
Argentina,88,19.0,Mendoza Province
US,88,25.0,Washington
US,88,25.0,Idaho
Italy,88,,Tuscany
US,88,30.0,New York
US,88,32.0,Washington
US,88,30.0,California
US,88,32.0,Washington
US,88,36.0,California
US,86,25.0,California
US,86,28.0,California
